"lon","lat","avg_sst"
-3.375,46.375,15.931283830945
-3.375,46.625,15.7659012659
-3.375,46.875,15.5189340883265
-3.125,35.375,19.5843984233877
-3.125,35.625,19.4898629475161
-3.125,35.875,19.4164203060129
-3.125,36.125,19.4459285631857
-3.125,36.375,19.5049995516167
-3.125,36.625,19.5456553052683
-3.125,43.375,16.9509012686099
-3.125,43.625,17.0361198284587
-3.125,43.875,17.0865569479479
-3.125,44.125,17.0734695293864
-3.125,44.375,17.0063657578223
-3.125,44.625,16.9103274918645
-3.125,44.875,16.7875679099495
-3.125,45.125,16.6575132979721
-3.125,45.375,16.5396990541552
-3.125,45.625,16.4231417244249
-3.125,45.875,16.2837154774067
-3.125,46.125,16.114808384838
-3.125,46.375,15.9346171128945
-3.125,46.625,15.7110105941856
-3.125,46.875,15.3860925351336
-2.875,35.375,19.7827864370711
-2.875,35.625,19.6712837062898
-2.875,35.875,19.6014203478078
-2.875,36.125,19.6223493299849
-2.875,36.375,19.6280869838319
-2.875,36.625,19.6087153830815
-2.875,43.625,17.1407646012436
-2.875,43.875,17.150873960693
-2.875,44.125,17.110163568799
-2.875,44.375,17.0426772435506
